5,気をつけよう
5,気の緩み
5,うれしいな
5,かなしいな
5,たのしいな
5,許さない
5,怒ったぞ
5,今すぐに
5,ゆっくりと
5,速すぎる
5,遅すぎる
5,神速の
5,速やかな
5,手遅れの
5,高打点
5,高火力
5,勝負手の
5,ドラ爆の
5,手役派の
5,安手かな
5,のみ手かな
5,ド高めの
5,ド安めの
5,裏乗った
5,裏乗らず
5,一翻の
5,二翻の
5,三翻の
5,四翻の
5,五翻の
5,六翻の
5,七翻の
5,八翻の
5,役満の
5,倍満の
5,三倍満
5,跳満の
5,満貫の
5,上家から
5,対面の
5,下家から
5,直撃だ
5,鳴こうかな
5,鳴かないよ
5,鳴かせない
5,門前の
5,食い下がり
5,チー聴の
5,かわし手の
5,追いかける
5,難しい
5,赤牌の
5,聴牌の
5,ノー聴の
5,シャンテンで
5,5シャンテン
5,リーチする
5,黙聴で
5,チーしたら
5,チーしよう
5,ポンしたら
5,ポンしよう
5,チーしない
5,ポンしない
5,カンしたら
5,カンしよう
5,カンしない
5,ロンしたら
5,ロンしない
5,ロンしよう
5,当たり牌
5,出和了で
5,出てこない
5,出なさそう
5,待ち悪い
5,待ちが良い
5,両面の
5,カンチャンの
5,辺張の
5,シャンポンの
5,ツモれない
5,カラテンの
5,単騎待ち
5,地獄待ち
5,2枚切れ
5,和了りたい
5,焼鳥の
5,チップあり
5,一発で
5,引っ掛けの
5,条件戦
5,ラス落ちの
5,ラス牌を
5,ラス確の
5,ツモ和了り
5,ロン和了り
5,トップラス
5,1着目の
5,2着目の
5,3着目
5,4着目
5,フリテンの
5,振り込んだ
5,中張牌
5,端牌で
5,字牌を
5,数牌を
5,索子待ち
5,筒子待ち
5,萬子待ち
5,字牌待ち
5,先切りの
5,宣言牌
5,恐ろしい
5,流局す
5,和了率
5,副露率
5,放銃率
5,放銃は
5,流局率
5,形聴の
5,クリミスで
5,見せ牌は
5,誤発声
5,アリアリで
5,ナシナシで
5,役牌の
5,七対子
5,大三元
5,四暗刻
5,配牌で
5,優勝だ
5,清一色
5,混一色
5,タンヤオの
5,クイタンの
5,平和手で
5,三色で
5,チャンタのみ
5,親番に
5,親につき
5,二人押し
5,めくり合い
5,回り親
5,全ツして
5,全押しだ
5,先制の
5,三副露
5,見逃した
5,引き戻し
5,三面張
5,多面張
5,国士無双
5,山にある
5,山にない
5,食い下がり
5,四副露
5,押し引きが
5,山壊し
5,ノーヘッド
5,固定した
5,不幸に
5,ラッキーな
5,山読みを
5,ラス親で
5,連荘だ
5,雀荘で
5,自動卓
5,染め色の
5,安全な
5,危険な
5,当たりそう
5,当たらない
5,狙い撃ち
5,アシストの
5,差し馬で
5,差し込んだ
5,海底で
5,1巡目
5,即リーだ
5,1段目
5,2段目で
5,3段目
5,突然の
5,強打する
5,それはダメ
5,進めよう
5,安牌を
5,ダブロンの
5,トリロンの
5,五面張
5,店じまい
5,変化待ち
5,複合系
5,わからない
5,見え見えの
5,明らかな
5,ツモ切りだ
5,空切りの
5,すみません
5,ありがとう
5,罪深い
5,許されぬ
5,幸運な
5,ドラ光る
5,指差しで
5,危険牌
5,良形の
5,愚形待ち
5,暗槓す
5,ラス回避
